instagram_comments,offensive_language
"Por isso não podemos parar o crescimento do Brasil,então agora é #38BOLSONARO2022",0
Parabéns professor,0
"À vitoria, Cristina!",0
Lula você é um agitador você tem que ser preso novamente o quato antes,1
A maioria dos canais vão sair fora do ar,0
😢 A gente chora junto.,0
"Pois é, nojenta!!",1
Isss aí @bolsonarosp 👏👏👏👏(Carniça humana!!!!! Lula)!!!!!,1
"Agora essa nova esquerda light quer calar os filhos??? E o pai também será??? Gente asquerosa, invejosa e que só pensa no poder pelo poder, não ta nem ai pro país! Sou Bolsonaro e família sim, desses tipinhos aí o país ta cheio e deu no que deu até agora!",1
Amo demais 😍,0
Bando de covardes !! Sabem que o Brasil vai crescer com o acordo e arranjaram um meio de prejudicar o Brasil !!! Nojo !!!! 💩💩💩💩,1
"Para de mimimi Joice ,e vai trabalhar ,só fala nisso",1
Pior é que tem negros que votam nessa gente! O Brasil precisa acordar!!!,0
"Tenho engulhos desse covarde,canalha que escreveu isso sobre essa Ministra tão querida e Amanda!ele devia ser entregue a nós mulheres, nós íamos fazer uma massagem daquelas nele😂💪",1
Vamos tratar de assuntos mais relevantes?,0
Agradeça ao japa,0
Isso é um chorume 🤬🤬💩💩💩,1
Precisamos de união e articulação da esquerda brasileira nesse momento triste do país. Por favor @fernandohaddadoficial promova a união e façam a força!,0
Obaaaaaaa!!!! Dois queridos juntos!!!,0
Hipocrisia!,1
E os jurados ainda riem deste imbecil!,1
Ele é preso político pq ROUBOU na política.😠😠 😠,0
"A população está se lixando para opinião da imprensa internacional, deputada. É uma pirralha mimada patrocinada por esquerdopatas inescrupulosos com objetivos escusos que ficaram milionários. O presidente da República tem razão",1
A esquerda vai tira o cavalinho da chuva kkkkkj,0
Fascusta maldito...O pior de tudo estiver que apesar de todas as lutas empreendidas pelos b,1
Viva Freire!!!!,0
👉👉👉Deus existe!🙏🙏🙏🙏🙏,0
Esses bandidos vão pagar caro. Nossa ministra é uma grande mulher🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷👏👏👏👏👏,1
Um horror esse Ser traidor de uma Nação por arrogância e egocentrismo🤮😡,1
"Cara brasileiro é fodah mesmo, a família Bolsonaro tem que se blindar ! Em provérbios diz que Deus abomina quem causa dissensão entre irmãos zzzz eu brigo com minha mãe e depois estamos sussa , não é diferente com eles , caraca quanta cobrança !!!!! Bolsonaro sabe como cuidar do próprio filho não acham?? Aff",0
Emocionante! Finalmente uma boa notícia em um mundo que tá ficando tão bizarro! Parabéns!,0
Interdita esse homem.,1
Ótima! Kkkkk essa cobra hopócrita,1
"Dupla personalidade... ou desequilibrada mesmo... 3, 2, 1... hauahuahaua",1
Pelo menos isso👏,0
@fernandohaddadoficial parabéns futuro presidente. Você merece,0
#bolsonarofdp,1
"São as HIENAS carregadas de perversidade e sem nenhum respeito por pela dor dos outros. Não passam de lixos! Não merecem se quer,um segundo de atenção. Tamo com a senhora,ministra! Estamos do teu lado sempre. 🙏",1
Agora só precisa o presidente e sua prole parar de falar tanta bosta.,1
"Quem está na frente de tudo é Deus, e agindo Deus Quem impedirá!!🙏",0
Ele está tirando todos direitos do trabalhador.,0
"Um absurdo o que esse porco disse!!! Tenta colocar seu posicionamento com palavras inacessível à maioria das pessoas seus pensamentos inapropriados, agressivos e tóxicos. É um porco, irresponsável e intolerante.",1
Estão vendo a burguesinha agradecendo o maldito!,1
"Aí Haddad, o que você acha do rascismo?",0
"Pirralha é o feminino de pirralho. O mesmo que: bambina, menina.",1
Esse miliciano precisa pagar pelo que fez.,1
Brasil 🇧🇷 decolando 🚀🙏🏽👏🏾,0
"👏👏🏼🙌🙌vai ser condenado agora a pena maior e deverá ser preso em sela comum, nada de privilégios...bandido comum e sem D, tanto dinheiro e num comprou um Diploma oh kkk la na ufpa é fácil e baratinho oh...😂😂😂",1
"Deputada @joicehasselmannoficial qual a contribuição da revista Times para nosso país? O atual presidente da república, @jairmessiasbolsonaro tem trabalhado para melhorar a imagem do país lá fora, a imagem de confiabilidade, que é a imagem que realmente importa. Trabalhando pela nossa economia e pela reconstrução do Brasil, e a revista Times, faz o que pelos brasileiros? Deveríamos valorizar quem trabalhar a favor do nosso país, e não valorizar quem quer ganhar espaço na mídia nos criticando a cada oportunidade, vamos valorizar nosso presidente, valorizar nosso povo, que afinal de contas, foi o brasileiro que votou para você ser deputada, e não essa tal de Greta",0
"Nesse quesito, os filhos de militares saem na frente! Pois tem vaga garantida!",0
Já prestaram atenção que a Sra Joice anda postando bastante coisa da ex-futura amiga Janaína? Perdeu a carona do Presidente e do Doria. Será que a da Janaína será a próxima?,0
Haddad vc e lindo demais.,0
QUEM ESCREVEU ESSAS IMUNDÍCIES REPUGNANTES E QUEM AS PUBLICOU DEVERIAM SER ENTREGUES AOS VINTE PRRDID,1
Eu entendi bem? Um pastor pede pra outro pastor levantar um grupo de pessoas e espancar ele no Twitter???? Q tipo de Deus esses caras seguem?? Q tipo de religião eles pregam???,0
Estão loucos....Revisão do Código Penal URGENTE,1
Aí meu coracão não aguenta❤️,0
"Foi prá isso quê o Lula ladrão foi solto?? Quê vergonha, Brasil..",1
#BolsonaroNaoPresta,1
Então a Globolixo vai fechar 😂😂por que publica fak,1
Estou feliz muito confiante nosso presidente está remodelado o Brasil!🙏🏻🇧🇷👏🏻👏🏻,0
"Realmente, uma verdadeira hipócrita!",1
Parabéns mestre,0
Mais que perfeito!!!,0
"Joyce não terá uma vida apolítica longa, não podemos nos enganar mais com ela, é muito ganância por poder, os próprios colegas não confiaram nela.",1
"Sabe qto custou e qto foi pago por essa materia? Esse pessoal devia ir lá pra Nova Guine, ver se aguenta a fome q tem lá..",0
Que maldito esse ser...😬😤#somostodosbolsonaro.,1
Cadê a Damaris que não se posiciona? 😂😂😂😂😂,0
5° série B,0
Silencio diante tamanha violência #somostodasDAMARES,0
"E esse bandido se diz pastor, sujeito baixo esse! 🤮🤮",1
Parabéns para os jurados!,0
Não consigo entender...o porque que esse homem zomba na cara da justiça e dos brasileiros do jeito que ele faz....dá nojo esse tipo🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮homem irritante...sem noção esse lula ladrão,1
"Mas dançar na boca da garrafa e outras coisas ok... agora um cara que veio do nada e criou um império na televisão, gerou empregos e movimentou a economia sem falar na genialidade dele é um safado agora? Quem são vocês pra falar dele? 🤫Vai fazer metade do que ele fez e faz para o país e depois vem falar algo... lacradora e meia dúzia de jumentos querendo distorcer e ofender só para causar discórdia... não é à toa que são cada vez mais a minoria da população.",1
Q força e inspiração pra todos nós 👏👏👏👏,0
Isso é um doente,1
"Cínica , não tem o que dizer e fica falando abobrinha",1
"Nossa quantas pessoas serias aqui, q não fazem nada de errado e nunca riram de nada de errado...quantos anjos santidades...🙌👏😒",0
"Pena que não virão a Salvador. As crianças do Colégio Militar daqui sonham com a presença de vcs. Mas devido as richas políticas, acho difícil.",0
Haudad nós estamos esperando🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0
O cara falou como se age nessas situações...,0
"Tudo tá melhorando, mas ainda tem muitos petralhas espalhados em estatais, autarquias escolas, universidades ( universidades aí já estamos falando em infestação), mas vamos ter fé, pois é pra frente que se anda! #bolsonaro2022🇧🇷",1
"E ninguém faz nada, cadê o povo nas ruas??? Esse merda está tirando todos os direitos dos trabalhadores e ninguém reclama. . .não é possível!",1
"Essa mulher é uma guerreira, tem minha admiração",0
Cenas como essa dão um pouco de esperança sobre os nossos jovens...,0
Como um país deste anda pra frente?Ontem era Bolsonaro hoje é inimiga e detesta o cara ...que falsidade .,1
Bandidona e pilantrona o leitinho acabou,1
"Esses fascitas passam dos limites, eles terão que ser penalizados pelos atos insanos",1
"Mais um tapa na incompetência dos congressistas que se diz a favor do governo, com um apoio incopetente desses o governo tá ferrado. Só vencem batalhas de riacho, as de alto mar não ganham uma",1
miliciano👹,1
"Ai meu Deus, amo esses dois👏🏻",0
Rainha nossa!!! Lute por esse povo tão judiado!!!,0
Haddad e Ricardo Coutinho!! Melhor governador da Paraíba,0
Só governa pra EMPRESÁRIOS e e BANCOS,0
Parabéns! Muito merecido!,0
Vagabunda safada👊👊👊,1
Quem quer saber a opinião dela?,1
Pirralha pirralha pirralha mil vezes pirralha nojo disso das duas artimanhas contra o Bolsonaro,1
Merece,0
Dois mmmm farinhas do mesmo saco,1
Se diz evangélico.pior dos seres a pedra arremessada e igual bumerangue prezado divirta.se com seu veneno.,1
Tem que receber a faixa presidencial,0
Velha idiota comunista e corrupta .,1
Eu tenho pena é de você não ter sido da época do grande General Pinochet que lamentavelmente deixou sobrar este resquício de desgraça.,1
Jogue duro com esses racistas do inferno!💪💪,1
Eu considero tão desnecessário esse concurso! Mas representatividade foi importante!,0
processo nessa gentalha fascista!,1
Esse homem é o demônio,1
Cuidado porque óleo e água não se mistura... quem ficar em cima do muro só vai assistir...,0
#joicetraira,1
Ah tá com pena? Devolve o dinheiro do 🇧🇷,1
Pelo menos isso v👏👏👏,0
E estes filhas da puta se dizem cristãos! Cristãos de merda! Vergonha desta gente...,1
Parabéns! 👏👏👏,0
Que dupla!,0
"Nosso carater, não igualar como os esquerdistas fazem, mais mostrar q somos um povo sivilizado, pronto para ajudar nosso presidente Jair Bolsonaro, Feliz natal a todos!",1
"Que dupla, senhoras e senhores!!!! Amo muito!!!!",0
"Meus olhos doem demais quando leio oq esse bobão fala, socorrrro",1
"Achei q esse tipo de comentário era só dia sim, dia não. Todo dia de diarreia verbal, tá difícil",1
Benedita é uma fortaleza.,0
O meu presidente!,0
"Não basta conseguir tirar o ladrão da prisão, agora querem suspensão do julgamento. São muito canalhas...",1
"É um velho rico, famoso e escroto pra caramba e as pessoas vêm isso como brincadeira. Fala sério.🙄🤮",1
Esse Lula tá mostrando a cara esse bandido @lulaoficial,1
"Isso é o comunismo , são essas criaturas das trevas , 😢😢😢😢😢😢😀",1
Vc e a Greta: duas oportunistas,1
Amigo do capetão é capetinha 💩🤮,1
"Pelamor, se juntem pra fazer algo pela ciência e educação nesse país",0
@leilaneneubarth para de disseminar lixo... parece q passar vergonha p vc se tornou rotina🤪🤪🤪,1
"Infelizmente o povo estam vendo e não estam tomando atitudes, temos que ir as ruas e para o país até que essa corja de vermes imundos saíam do nosso Brasil, temo que fazer com que a FAMÍLIA DE MELICIANOS BOLSONARISTA E TODAS SUA CORJA SEJAM PRESOS",1
"Pirralha! Até Lula já esteve na time, e daí?",1
❤️❤️❤️ Bene disse tudo. Esse ignóbil faltou aulas de História.,0
Afff q merda,0
"Bolsonaro 38, em 2022 vai ser no primeiro turno!🇧🇷🙏",0
Que as escolas sao militarizada,0
"Obrigado Manu,o povo argentino te abraça !🌷🌷❤❤",0
Prende logo essa carniça de urubú,1
Este vagabundo so saiu da cadeia pra cair e vomtar pra lá de vez!,1
Lula canalha,1
Ao contrário daqui o povo argentino acordou!,0
"Fazer discurso forçado agora da prêmio, e ainda tem quem dê moral, vamo ver próxima eleição quem vai se escorar no presidente, de novo...",1
Lixo,1
"Engraçado. Os esquerdistas dizem horrores e coisas horríveis, e não tem toda essa repercussão. Para mim, ele apenas manifestou a opinião própria. Por acaso depende dele, essa tomada de decisão? Não, né. Então, me de quê?",0
😂😂😂 O importante é ela postar alguma coisa que seja contra o presidente 🐷🐷 Ela posta com prazer,0
Descobriu a pólvora!!!,0
😍 Professores maravilhosos !!! 😍,0
Prenda esse bandido,1
"nunca era pra ter sido presso, esses canalha vão pagar nem que seja no inferno",1
"Só os PTRALHAS, lixo do Brasil",1
Inacreditável.,0
A fala de quem quer que seja da direita não faz diferença. Os esquerdopatas sempre arranjam argumentos espúrios para denegrir.,1
"Que absurdo para quem votou nele,será que tbm concodam?meu presidente sempre vai ser Lula! Que Deus tenha misericórdia dos pobres,nas mãos de Bolsonaro.",0
Vossa EXCELÊNCIA se comprometeu a nos ajudar com nosso REAJUSTE. Cumpra sua promessa.,0
"Meu amigo.. política não é pra fracos não... Meu amigo é muita treta. Também, enquanto os salários forem altos terá até mortes, como tem. Era pra ser salário de professor isso aí",0
É bom para imagem do Brasil a Senhora ficar igual criança mimada que perdeu o doce tentando de todas as maneiras atacar o Presidente? Logo vc que era tão a favor dele....Hipócrita!!!!!!O Brasil acordou aproveita seu mandato que será o ultimo!🐍🐍🐍🐍,1
Canalhas!,1
TOMA VERGONHA NOS CORNOS SUA ESCROTA,1
👏👏👏👏 Parabéns Ministro pela decisão sensata!!!,0
Esquerdista dos inferno.,1
Fdp,1
"Continua a ser o canalha terrorista de sempreSe tivessem colocado esse molusco numa prisão comum, duvido que estaria tão o mesmo👹👹",1
Que lindeza💜💜,0
LIBERDADE TOTAL AO LULA,0
"São uns canalhas e não representam o Brasil , aliás eles nem deveriam ser considerados brasileiros. Querem entregar a Amazônia para outras nações, isto brasileiro de verdade jamais admitiria",1
ei fi de rapariga esse Bolsonaro,1
Piralha do ano !!😂😂 Vai pra escola para ser alguém por conta própria em vez de ser fabricada pela mídia mundial,1
🐱 🐺Sempre gato. 🐈🦊,0
Lindo😘 e esses baixinhos😚😚😚,0
Não perco por nada😘😘,0
Vai desavisadaaaa,1
"Na minha opinião, o nosso Presidente, Jair Bolsonaro, tem que deixar de ser paizão e ser mais Presidente. Tem que fechar a boca dos filhos, que o estão prejudicando.",0
"Nós vamos respirar forte,a economia vai melhorar,tenho fé em Deus e em nosso presidente.",0
Filhos do Bolsonaro fiquem calados seus bunda mole.,1
É o pior,1
"Alexandre, excelente seus comentários, com objetividade e poucas palavras você contribuí com informações importantes para o povo brasileiro. Parabéns e obrigado! Abs!",0
parabéns nosso futuro presidente,0
A audiência desse programa deve ser zero.,0
"Discordo, se ele se calar por causa da esquerda, ele estará se submetendo à censura dela!! Ele deve continuar.",0
Manu cê é um ícone,0
"👏👏👏👏👏👏👏👏 o @lulaoficial tá livre e os #bolsominionsidiotas estão desesperados 😂😂😂😂😂😂😂 Você já ouviu falar do CAGÔMETRO?? 🤔🧐 O Bozonaro é chique demais, ele já tem até um contador de cagadas pra registrar as merdas dele em um site na internet 😂😂😂😂😂 lá você vai encontrar tudo sobre o Laranjal do #psl 🍊🍊🍊🍊🍊🍊🍊🍊💩💩💩💩💩💩💩👇👇👇👇👇👇👇 👉 http://www.cagometro.com/ 👈",1
"@ledanagleoficial sou fã desde sempre❤️. E os Bolsonaro então, não preciso falar né. Não vou perder.👏👏👏",0
"Verdade, domingo teve um show da Unilever em Candeias/ Pernambuco# a multidão cantava Lula livre! E olhe que a prefeitura é Bolsonaro.",0
"Nessa entrevista, todos lúcidos, né?",0
"Esse velho tá ridículo já perdi todo o apreço por ele faz tempo , ele já se provou um velho louco por dinheiro e poder e chupa políticos que estão no poder .",1
